 ,Name,Year,Races,WatersideA,WatersideB,WatersideC,WatersideD,DWSenior,DWJunior,DWEndeavour,DWVetJunior,DWSingles
1990 - Garland A & Marshall G W,Garland A & Marshall G W,1990,3,2.23,2.85,0,5.85,0,0,0,0,0
1990 - Gavin J P & Potter R A,Gavin J P & Potter R A,1990,1,0,0,0,0,26.42,0,0,0,0
1990 - George K & Shanahan G A C,George K & Shanahan G A C,1990,3,0,3.17,3.75,5.95,0,0,0,0,0
1990 - George Karotine & Shanahan G A C,George Karotine & Shanahan G A C,1990,1,0,0,0,0,21.08,0,0,0,0
1990 - Gibbings M & Owens T,Gibbings M & Owens T,1990,1,0,0,0,0,37.55,0,0,0,0
1990 - Gibbins M & Owens T,Gibbins M & Owens T,1990,3,3.35,0,5.42,8.33,0,0,0,0,0
1990 - Gibbons M & Owens T,Gibbons M & Owens T,1990,1,0,4.55,0,0,0,0,0,0,0
1990 - Gohar M,Gohar M,1990,2,0,2.98,3.47,0,0,0,0,0,0
1990 - Goodale P & Richards C,Goodale P & Richards C,1990,3,2.05,2.68,3.35,0,0,0,0,0,0
1990 - Goodall P D & Richards C N,Goodall P D & Richards C N,1990,1,0,0,0,0,20.75,0,0,0,0
1990 - Gould A P & Page N,Gould A P & Page N,1990,1,0,0,0,0,0,21.4,0,0,0
1990 - Gould K A,Gould K A,1990,1,0,0,0,0,0,0,0,0,24.82
1990 - Gow Clifford & Neve N,Gow Clifford & Neve N,1990,4,2.02,2.63,3.28,5.23,0,0,0,0,0
1990 - Grassby R A,Grassby R A,1990,5,2.07,2.73,3.45,5.63,0,0,0,0,17.87
1990 - Gray Susan,Gray Susan,1990,1,2.67,0,0,0,0,0,0,0,0
1990 - Green D & Phipps Tamsin Jane,Green D & Phipps Tamsin Jane,1990,1,2.17,0,0,0,0,0,0,0,0
1990 - Green D & Smith R,Green D & Smith R,1990,3,2.08,0,0,6.4,25.07,0,0,0,0
1990 - Green I & Maycock D J,Green I & Maycock D J,1990,5,2.12,2.9,3.72,5.7,23.53,0,0,0,0
1990 - Greenaway D L & Lee C R,Greenaway D L & Lee C R,1990,1,0,0,0,0,49.93,0,0,0,0
1990 - Grewcock D C,Grewcock D C,1990,5,2.28,3.03,3.85,6.33,0,0,0,0,19.8
1990 - Grewcock I P & Smith D N,Grewcock I P & Smith D N,1990,1,0,0,0,0,19.45,0,0,0,0
1990 - Griffiths P,Griffiths P,1990,1,2.5,0,0,0,0,0,0,0,0
1990 - Grimshaw C A & Hynds K M,Grimshaw C A & Hynds K M,1990,1,2.07,0,0,0,0,0,0,0,0
1990 - Hadberg Aksel & Larsen P F,Hadberg Aksel & Larsen P F,1990,1,0,0,0,0,21.2,0,0,0,0
1990 - Hadley C & Trelease R,Hadley C & Trelease R,1990,1,0,0,0,6.77,0,0,0,0,0
1990 - Hall D J & Mendham N A,Hall D J & Mendham N A,1990,1,0,0,0,0,24.57,0,0,0,0
1990 - Hall D & Mendham N,Hall D & Mendham N,1990,2,0,2.92,3.65,0,0,0,0,0,0
1990 - Hall J & Hall M,Hall J & Hall M,1990,4,2.43,3.42,4.33,6.87,0,0,0,0,0
1990 - Hall Jean Margaret & Johnson Margaret Elizabeth,Hall Jean Margaret & Johnson Margaret Elizabeth,1990,1,0,0,0,0,30.78,0,0,0,0
1990 - Hall M H,Hall M H,1990,1,0,0,0,0,0,0,0,0,25.82
1990 - Hall M H & Spiller A G,Hall M H & Spiller A G,1990,4,2.13,3.02,3.65,5.63,0,0,0,0,0
1990 - Hallam David,Hallam David,1990,1,0,0,0,0,0,0,0,0,16.72
1990 - Halsall D & Murgatroyd S P,Halsall D & Murgatroyd S P,1990,1,0,0,0,0,22.47,0,0,0,0
1990 - Hamblin R & Monger S,Hamblin R & Monger S,1990,1,0,0,4.22,0,0,0,0,0,0
1990 - Harding J & Rust S,Harding J & Rust S,1990,2,0,0,3.7,5.97,0,0,0,0,0
1990 - Hargreaves P W & Whiteside S J,Hargreaves P W & Whiteside S J,1990,1,0,0,0,0,26.53,0,0,0,0
1990 - Harkin J & Ozols A,Harkin J & Ozols A,1990,1,0,0,0,0,72.15,0,0,0,0
1990 - Harris & Inch G C,Harris & Inch G C,1990,2,1.85,2.55,0,0,0,0,0,0,0
1990 - Hatherill K & Parker J,Hatherill K & Parker J,1990,2,0,0,4.93,7.78,0,0,0,0,0
1990 - Hatherill K & Powell J,Hatherill K & Powell J,1990,2,2.85,4.05,0,0,0,0,0,0,0
1990 - Hauam D,Hauam D,1990,3,1.85,2.45,3.13,0,0,0,0,0,0
1990 - Hawkins J R,Hawkins J R,1990,1,2.27,0,0,0,0,0,0,0,0
1990 - Hayes E & Limb T,Hayes E & Limb T,1990,1,3.08,0,0,0,0,0,0,0,0
1990 - Hayward M & Smart J,Hayward M & Smart J,1990,1,0,0,3.82,0,0,0,0,0,0
1990 - Heaps A,Heaps A,1990,1,3.42,0,0,0,0,0,0,0,0
1990 - Heaps A & Hughes A,Heaps A & Hughes A,1990,1,0,0,4.47,0,0,0,0,0,0
1990 - Heaps A & Johnston A,Heaps A & Johnston A,1990,1,0,0,0,6.18,0,0,0,0,0
1990 - Heath K R & Hilton Sheila Janet,Heath K R & Hilton Sheila Janet,1990,1,0,0,0,0,36.07,0,0,0,0
1990 - Heath K & Hilton S,Heath K & Hilton S,1990,1,0,0,4.95,0,0,0,0,0,0
1990 - Hedgecoe M & Hutchinson J,Hedgecoe M & Hutchinson J,1990,4,2.5,3.45,0,6.83,23.95,0,0,0,0
1990 - Hemmings B & Sargeant I,Hemmings B & Sargeant I,1990,1,0,2.93,0,0,0,0,0,0,0
1990 - Hewitt J H & Ross G L,Hewitt J H & Ross G L,1990,1,0,0,0,0,28.27,0,0,0,0
1990 - Hewitt J & Ross G,Hewitt J & Ross G,1990,4,2.33,3.03,3.85,6.72,0,0,0,0,0
1990 - Hewlings David & Treadgold James,Hewlings David & Treadgold James,1990,1,0,0,0,0,19.85,0,0,0,0
1990 - Highland M & Ryder G,Highland M & Ryder G,1990,3,2.25,0,3.98,6.73,0,0,0,0,0
1990 - Hill S & Turner J A,Hill S & Turner J A,1990,1,0,0,0,0,62.02,0,0,0,0
1990 - Hillyer D & Mochan C S,Hillyer D & Mochan C S,1990,5,2.38,3.05,3.73,6.27,24.97,0,0,0,0
1990 - Hinton C & Phipps Tamsin Jane,Hinton C & Phipps Tamsin Jane,1990,1,0,3.33,0,0,0,0,0,0,0
1990 - Hinton C & Sackman David,Hinton C & Sackman David,1990,1,2.23,0,0,0,0,0,0,0,0
1990 - Hitchcock G & Reeves S,Hitchcock G & Reeves S,1990,1,0,0,0,6.3,0,0,0,0,0
1990 - Hoadley S & Humphries T,Hoadley S & Humphries T,1990,4,2.22,3,3.8,6.18,0,0,0,0,0
1990 - Hobbs M J R & Pavis J,Hobbs M J R & Pavis J,1990,1,0,0,0,0,0,25.65,0,0,0
1990 - Hockey C & Sproul D,Hockey C & Sproul D,1990,1,0,0,0,6.1,0,0,0,0,0
1990 - Hockey Cheryl & Sproul D,Hockey Cheryl & Sproul D,1990,1,0,0,0,0,23.15,0,0,0,0
1990 - Hodgson C G,Hodgson C G,1990,1,0,0,0,0,0,0,0,0,23.68
1990 - Hoirahawe & Ward,Hoirahawe & Ward,1990,2,2.32,3.03,0,0,0,0,0,0,0
1990 - Hoirahawwe & Ward,Hoirahawwe & Ward,1990,1,0,0,3.83,0,0,0,0,0,0
1990 - Holden-Brown A R & Long Tim,Holden-Brown A R & Long Tim,1990,1,0,0,0,0,25.57,0,0,0,0
1990 - Hollier S & Lang D,Hollier S & Lang D,1990,2,2.08,0,3.6,0,0,0,0,0,0
1990 - Holmyard J & Kowatt D,Holmyard J & Kowatt D,1990,1,0,0,0,7.52,0,0,0,0,0
1990 - Holmyard J & Mowatt D,Holmyard J & Mowatt D,1990,2,0,4.02,4.67,0,0,0,0,0,0
1990 - Honaker S P & Howe B A,Honaker S P & Howe B A,1990,4,2.33,3.22,3.95,0,23.73,0,0,0,0
1990 - Hopkinson C & Scarlett S,Hopkinson C & Scarlett S,1990,1,0,0,5.08,0,0,0,0,0,0
1990 - Hossack D J & Knowles D G,Hossack D J & Knowles D G,1990,2,0,3.07,3.72,0,0,0,0,0,0
1990 - Hourahane R S & Ward H M,Hourahane R S & Ward H M,1990,1,0,0,0,0,32.82,0,0,0,0
1990 - Howard N G & Wild G S,Howard N G & Wild G S,1990,1,0,0,0,0,37.9,0,0,0,0
1990 - Howford K & Peel M,Howford K & Peel M,1990,4,3,0,4.62,7.72,0,25.32,0,0,0
1990 - Howlett M,Howlett M,1990,1,0,0,5.2,0,0,0,0,0,0
1990 - Hubbucks J & Stanley Bryn,Hubbucks J & Stanley Bryn,1990,4,2.08,2.87,3.43,5.58,0,0,0,0,0
1990 - Huggins S & Monaghan M,Huggins S & Monaghan M,1990,4,2.38,3.3,4.27,0,26.07,0,0,0,0
1990 - Hughes M C F & Warren-Chinn P J De,Hughes M C F & Warren-Chinn P J De,1990,1,0,0,0,0,0,23.97,0,0,0
1990 - Hunt G & Jones G,Hunt G & Jones G,1990,1,0,0,0,0,0,0,0,28.2,0
1990 - Hunt P,Hunt P,1990,1,0,0,0,0,0,0,0,0,20.05
1990 - Husband R & Wacrs S,Husband R & Wacrs S,1990,1,0,0,0,7.68,0,0,0,0,0
1990 - Husband R & Watts S,Husband R & Watts S,1990,2,3.07,0,4.77,0,0,0,0,0,0
1990 - Hussey K,Hussey K,1990,2,0,0,4.43,7.75,0,0,0,0,0
1990 - Hussey Karen & Platt J C,Hussey Karen & Platt J C,1990,1,0,0,0,0,22.62,0,0,0,0
1990 - Hutchinson Iain & Poulter R J,Hutchinson Iain & Poulter R J,1990,2,0,0,4.17,6.67,0,0,0,0,0
1990 - Hutchison Iain & Poulter R J,Hutchison Iain & Poulter R J,1990,1,0,0,0,0,0,20.13,0,0,0
1990 - Hynds Scott & Smith R,Hynds Scott & Smith R,1990,1,1.95,0,0,0,0,0,0,0,0
1990 - Ickeringill K & Vaughan K,Ickeringill K & Vaughan K,1990,1,0,0,4.45,0,0,0,0,0,0
1990 - Ince A J,Ince A J,1990,4,2.38,3.37,4.02,6.62,0,0,0,0,0
1990 - Inch G C,Inch G C,1990,3,0,0,3.5,6.02,0,0,0,0,18.53
1990 - Jackson A & Marsland D,Jackson A & Marsland D,1990,1,0,0,0,0,20.28,0,0,0,0
1990 - Jackson P1 & Moss T,Jackson P1 & Moss T,1990,2,0,0,0,6.67,33.27,0,0,0,0
1990 - Jackson S & Johnston S C,Jackson S & Johnston S C,1990,3,2.1,0,0,6.23,24.73,0,0,0,0
1990 - Jagger Roger,Jagger Roger,1990,2,0,3.32,3.83,0,0,0,0,0,0
1990 - Jagger Roger & Turtle,Jagger Roger & Turtle,1990,1,0,0,0,6.23,0,0,0,0,0
1990 - Jagger Roger & Turtle G,Jagger Roger & Turtle G,1990,1,0,0,0,0,24.83,0,0,0,0
1990 - Jarvis R,Jarvis R,1990,3,0,3.68,4.37,7.22,0,0,0,0,0
1990 - Jarvis R D,Jarvis R D,1990,1,0,0,0,0,0,0,0,0,21.7
1990 - Jenkins Linda Karen & Lewis Susan Elizabeth,Jenkins Linda Karen & Lewis Susan Elizabeth,1990,1,0,0,0,0,74.33,0,0,0,0
1990 - Jones B,Jones B,1990,4,2.3,3.32,3.93,6.48,0,0,0,0,0
1990 - Jones Bernadette Anne,Jones Bernadette Anne,1990,1,0,0,0,0,0,0,0,0,20.7
1990 - Jones E & Randall Alastair,Jones E & Randall Alastair,1990,1,0,0,0,0,0,0,0,26.02,0
1990 - Jones P G & Sargent T,Jones P G & Sargent T,1990,1,0,0,0,0,53.37,0,0,0,0
1990 - Jones S & Pice B,Jones S & Pice B,1990,1,2.53,0,0,0,0,0,0,0,0
1990 - Jordan D S & Wibrew Michael,Jordan D S & Wibrew Michael,1990,1,0,0,0,0,18.8,0,0,0,0
1990 - Jordan D & Wibrew Michael,Jordan D & Wibrew Michael,1990,1,0,0,0,5,0,0,0,0,0
1990 - Jordan P & Smith T W,Jordan P & Smith T W,1990,3,2.48,0,4.33,0,25.82,0,0,0,0
1990 - Jordon D,Jordon D,1990,3,2.15,2.73,3.42,0,0,0,0,0,0
1990 - Kelly K & Popowicz J,Kelly K & Popowicz J,1990,1,0,0,0,0,32.23,0,0,0,0
1990 - Kemp M,Kemp M,1990,1,0,0,0,7.5,0,0,0,0,0
1990 - Kent-Woolsey R & Stainsby J,Kent-Woolsey R & Stainsby J,1990,1,0,0,0,0,23.23,0,0,0,0
1990 - Kent Richard,Kent Richard,1990,5,2.02,2.77,3.35,5.58,0,0,0,0,17.88
1990 - Kershaw-Naylor & Speer,Kershaw-Naylor & Speer,1990,3,2.42,3.1,3.57,0,0,0,0,0,0
1990 - Kershaw Ruth Esther & Pike S D,Kershaw Ruth Esther & Pike S D,1990,1,0,0,0,0,25.22,0,0,0,0
1990 - Kinch L & Taylor A,Kinch L & Taylor A,1990,3,2.33,0,3.88,6.4,0,0,0,0,0
1990 - Kinch R,Kinch R,1990,1,1.85,0,0,0,0,0,0,0,0
1990 - King G & Stocks D,King G & Stocks D,1990,1,0,0,0,0,28.85,0,0,0,0
1990 - King R & King S,King R & King S,1990,2,2.05,2.87,0,0,0,0,0,0,0
1990 - Kingham P & McArthur J,Kingham P & McArthur J,1990,1,2.28,0,0,0,0,0,0,0,0
1990 - Kirk H & Van-Somerton K,Kirk H & Van-Somerton K,1990,1,1.7,0,0,0,0,0,0,0,0
1990 - Knowles A & Macfarlane C,Knowles A & Macfarlane C,1990,5,2.45,3.22,4.07,6.55,0,21.68,0,0,0
1990 - Kyte Patricia Anne & Thome R M,Kyte Patricia Anne & Thome R M,1990,1,0,0,0,7.5,0,0,0,0,0
1990 - Kyte Patricia Anne & Thorne R M,Kyte Patricia Anne & Thorne R M,1990,4,2.75,3.73,4.58,0,37.47,0,0,0,0
1990 - Lancaster T,Lancaster T,1990,1,2.3,0,0,0,0,0,0,0,0
1990 - Lawler Ivan,Lawler Ivan,1990,1,1.68,0,0,0,0,0,0,0,0
1990 - Lawrence S,Lawrence S,1990,3,3.08,0,5.22,7.85,0,0,0,0,0
1990 - Lawrence Sarah,Lawrence Sarah,1990,1,0,0,0,0,0,0,0,0,24.52
1990 - Lee C J & Taylor M D,Lee C J & Taylor M D,1990,1,0,0,0,0,19.47,0,0,0,0
1990 - Leech Rachel Monica,Leech Rachel Monica,1990,1,2.17,0,0,0,0,0,0,0,0
1990 - Leedham M A & Roberts P,Leedham M A & Roberts P,1990,1,0,0,0,0,57.7,0,0,0,0
1990 - Leighton A J & Mclaren D R B,Leighton A J & Mclaren D R B,1990,1,0,0,0,0,0,23.63,0,0,0
1990 - Leighton A & Mclaren D,Leighton A & Mclaren D,1990,1,0,3.58,0,0,0,0,0,0,0
1990 - Lewis C F M & Tandy Ted,Lewis C F M & Tandy Ted,1990,1,0,0,0,0,20.68,0,0,0,0
1990 - Lincoln K J,Lincoln K J,1990,4,2.52,3.45,4.35,7.12,0,0,0,0,0
1990 - Lindlcy Michelle Yvonne & Meyer R J,Lindlcy Michelle Yvonne & Meyer R J,1990,1,0,0,0,0,0,22.73,0,0,0
1990 - Lindley Michelle & Mayer B,Lindley Michelle & Mayer B,1990,3,2.52,3.52,4.22,0,0,0,0,0,0
1990 - Livingstone N M & Worsley S D,Livingstone N M & Worsley S D,1990,1,0,0,0,0,27.37,0,0,0,0
1990 - Lodge T,Lodge T,1990,2,0,3.13,3.83,0,0,0,0,0,0
1990 - Lowe G & Lowe P,Lowe G & Lowe P,1990,2,0,0,3.43,5.55,0,0,0,0,0
1990 - Lowis N,Lowis N,1990,1,2.32,0,0,0,0,0,0,0,0
1990 - Ludford D & Viner J,Ludford D & Viner J,1990,4,3.05,3.83,4.7,7.98,0,0,0,0,0
1990 - Ludford O C & Vincr J P,Ludford O C & Vincr J P,1990,1,0,0,0,0,0,23.7,0,0,0
1990 - Lumley-Wood D & Mitchell A,Lumley-Wood D & Mitchell A,1990,1,0,0,0,0,0,24.58,0,0,0
1990 - Luxon J F & Shipley N,Luxon J F & Shipley N,1990,4,2.77,3.4,0,6.92,0,21.45,0,0,0
1990 - Lynch Karen Marie & Newton C,Lynch Karen Marie & Newton C,1990,2,0,3.05,3.77,0,0,0,0,0,0
1990 - Lynch Karen Marie & Newton C T,Lynch Karen Marie & Newton C T,1990,1,0,0,0,0,24.7,0,0,0,0
1990 - M’Arthur J,M’Arthur J,1990,2,0,0,3.7,5.88,0,0,0,0,0
1990 - Machin A & Wildish T,Machin A & Wildish T,1990,4,2.12,2.87,3.57,5.65,0,0,0,0,0
1990 - Machin T & Wildish T C,Machin T & Wildish T C,1990,1,0,0,0,0,20.62,0,0,0,0
1990 - Mackay D J & Webb J A,Mackay D J & Webb J A,1990,1,0,0,0,0,26.87,0,0,0,0
1990 - Macmillan R C & Taylor M C,Macmillan R C & Taylor M C,1990,1,0,0,0,0,28.88,0,0,0,0
1990 - Macmillan R & Taylor M,Macmillan R & Taylor M,1990,1,0,0,0,7.4,0,0,0,0,0
1990 - Mair B & Wilkens P J,Mair B & Wilkens P J,1990,1,0,0,0,0,20.22,0,0,0,0
1990 - Mann W & Mitchell S M,Mann W & Mitchell S M,1990,1,0,0,0,0,26.18,0,0,0,0
1990 - Mansell K & Scott P N,Mansell K & Scott P N,1990,1,0,0,0,0,22.83,0,0,0,0
1990 - Marshall G W & Stewart A D,Marshall G W & Stewart A D,1990,2,0,0,3.6,0,21.52,0,0,0,0
1990 - Marshall P D & Williams D J,Marshall P D & Williams D J,1990,1,0,0,0,0,22.6,0,0,0,0
1990 - Mathews G & Metcalf P,Mathews G & Metcalf P,1990,2,0,0,4.28,6.55,0,0,0,0,0
1990 - Matthews G & Metcalf P,Matthews G & Metcalf P,1990,1,0,0,0,0,25.37,0,0,0,0
1990 - McArthur J C,McArthur J C,1990,1,0,2.93,0,0,0,0,0,0,0
1990 - Mcboyle D,Mcboyle D,1990,2,2.25,3.07,0,0,0,0,0,0,0
1990 - McCarthy T & Rees M,McCarthy T & Rees M,1990,2,0,3.45,0,0,21.82,0,0,0,0
1990 - Mcdonnell 0,Mcdonnell 0,1990,1,2.43,0,0,0,0,0,0,0,0
1990 - Mcdonnell M,Mcdonnell M,1990,2,2.9,0,5,0,0,0,0,0,0
1990 - Mckeand Graham,Mckeand Graham,1990,2,1.9,2.45,0,0,0,0,0,0,0
1990 - Middlehurst T,Middlehurst T,1990,1,2,0,0,0,0,0,0,0,0
1990 - Miles & Thorn J,Miles & Thorn J,1990,1,0,0,0,0,25.6,0,0,0,0
1990 - Mill D & Wilde R,Mill D & Wilde R,1990,2,0,3.28,4.1,0,0,0,0,0,0
1990 - Miller D T & Nordquist A P,Miller D T & Nordquist A P,1990,1,0,0,0,0,27.23,0,0,0,0
1990 - Miller D & Trevett M,Miller D & Trevett M,1990,3,1.85,2.6,3.13,0,0,0,0,0,0
1990 - Miller I & Tima J,Miller I & Tima J,1990,1,1.68,0,0,0,0,0,0,0,0
1990 - Mitchell A,Mitchell A,1990,1,2.33,0,0,0,0,0,0,0,0
1990 - Mitchell A & Wood D,Mitchell A & Wood D,1990,1,0,0,4.5,0,0,0,0,0,0
1990 - Morris A,Morris A,1990,3,2.73,3.82,0,7.77,0,0,0,0,0
1990 - Morris Angela,Morris Angela,1990,1,0,0,0,0,0,0,0,0,23.17
1990 - Mortimer B & Mortimer Karen,Mortimer B & Mortimer Karen,1990,1,0,0,0,0,25.88,0,0,0,0
1990 - Mullins J,Mullins J,1990,2,3.5,5.07,0,0,0,0,0,0,0
1990 - Murray P L,Murray P L,1990,1,2.52,0,0,0,0,0,0,0,0
1990 - Musson T J & Williams L P,Musson T J & Williams L P,1990,1,0,0,0,0,22.6,0,0,0,0
1990 - Musson T & Williams L,Musson T & Williams L,1990,1,0,0,3.38,0,0,0,0,0,0
1990 - Nash A S & Ward P,Nash A S & Ward P,1990,4,0,4.02,4.67,7.33,0,23.07,0,0,0
1990 - Nash C M & Peaile S,Nash C M & Peaile S,1990,3,2.18,0,3.6,5.8,0,0,0,0,0
1990 - Nash C M & Peake S J,Nash C M & Peake S J,1990,1,0,0,0,0,21.48,0,0,0,0
1990 - Neal A M & Stevens G,Neal A M & Stevens G,1990,1,0,0,0,0,23.37,0,0,0,0
1990 - Neil E & Ramsay A D,Neil E & Ramsay A D,1990,1,0,0,4.23,0,0,0,0,0,0
1990 - Niblett B W & Sheath P N,Niblett B W & Sheath P N,1990,3,2.53,0,0,6.45,28,0,0,0,0
1990 - Nielsen Maria & Sellwood Danielle,Nielsen Maria & Sellwood Danielle,1990,1,2.02,0,0,0,0,0,0,0,0
1990 - Noraika D & Noraika J,Noraika D & Noraika J,1990,1,0,0,0,0,25.73,0,0,0,0
1990 - O’Toole P & Salmon J,O’Toole P & Salmon J,1990,2,2.57,3.52,0,0,0,0,0,0,0
1990 - Parks G & Webb L,Parks G & Webb L,1990,1,0,0,0,0,71.85,0,0,0,0
1990 - Patten A D & Read O B,Patten A D & Read O B,1990,1,0,0,0,0,29.13,0,0,0,0
1990 - Pease Susan Jane & Samuels Elaine Mary,Pease Susan Jane & Samuels Elaine Mary,1990,3,2.8,4.3,0,0,28.98,0,0,0,0
1990 - Pendeny A,Pendeny A,1990,1,2.38,0,0,0,0,0,0,0,0
1990 - Pendle Dyson & Timble I,Pendle Dyson & Timble I,1990,1,0,2.32,0,0,0,0,0,0,0
1990 - Pendle Dyson & Tlmble I,Pendle Dyson & Tlmble I,1990,1,1.68,0,0,0,0,0,0,0,0
1990 - Pendleton Alison,Pendleton Alison,1990,1,0,0,0,0,0,0,0,0,25.25
1990 - Pendleton I,Pendleton I,1990,1,0,0,0,0,0,0,0,0,25.25
1990 - Penn R & Roberts P,Penn R & Roberts P,1990,4,2.77,4.03,4.7,7.83,0,0,0,0,0
1990 - Perrett Bernard,Perrett Bernard,1990,1,2.35,0,0,0,0,0,0,0,0
1990 - Phelam X,Phelam X,1990,1,2.62,0,0,0,0,0,0,0,0
1990 - Phelan T & Swietochowski A S,Phelan T & Swietochowski A S,1990,1,0,0,4.3,0,0,0,0,0,0
1990 - Phipps Tamsin Jane & Wilkinson K,Phipps Tamsin Jane & Wilkinson K,1990,2,0,0,4.12,6.23,0,0,0,0,0
1990 - Phipps Tamsin Jane & Wilkinson Karin Lois,Phipps Tamsin Jane & Wilkinson Karin Lois,1990,1,0,0,0,0,22.48,0,0,0,0
1990 - Pike C & Proctor A J,Pike C & Proctor A J,1990,2,0,3.58,3.95,0,0,0,0,0,0
1990 - Pillem D & Powle M,Pillem D & Powle M,1990,1,0,3.2,0,0,0,0,0,0,0
1990 - Pipe A,Pipe A,1990,2,0,0,0,7.55,0,0,0,0,21.32
1990 - Piper J A,Piper J A,1990,1,0,0,0,0,0,0,0,0,23.5
1990 - Player N R & Webb M A,Player N R & Webb M A,1990,1,0,0,0,0,27.17,0,0,0,0
1990 - Powell-Shedden P R G & Roberts J G,Powell-Shedden P R G & Roberts J G,1990,1,0,0,0,0,0,21.55,0,0,0
1990 - Powell M L,Powell M L,1990,1,0,0,0,0,0,0,0,0,20.53
1990 - Powell R J & Sales Maureen,Powell R J & Sales Maureen,1990,1,0,0,0,0,49.78,0,0,0,0
1990 - Preece Rosemary & Young E,Preece Rosemary & Young E,1990,4,2.93,4.6,4.95,8.3,0,0,0,0,0
1990 - Price N & Reavill ASTJ,Price N & Reavill ASTJ,1990,2,0,0,0,6.83,32.2,0,0,0,0
1990 - Prijon T,Prijon T,1990,1,2.08,0,0,0,0,0,0,0,0
1990 - Pritchard M L,Pritchard M L,1990,4,1.72,2.35,3.07,5.1,0,0,0,0,0
1990 - Purnell T & Smith R W H,Purnell T & Smith R W H,1990,1,0,0,0,0,0,26.82,0,0,0
1990 - Quill Phillip & Ranee S D,Quill Phillip & Ranee S D,1990,4,1.75,2.37,2.98,4.87,0,0,0,0,0
1990 - Quinton Stuart,Quinton Stuart,1990,1,0,0,4.12,0,0,0,0,0,0
1990 - Quinton Stuart & Seward D,Quinton Stuart & Seward D,1990,3,2.17,3.03,0,5.97,0,0,0,0,0
1990 - Raciborski J & Smith K,Raciborski J & Smith K,1990,2,1.75,0,2.9,0,0,0,0,0,0
1990 - Ramsay A D,Ramsay A D,1990,1,0,0,0,6.97,0,0,0,0,0
1990 - Ranee B A,Ranee B A,1990,1,2,0,0,0,0,0,0,0,0
1990 - Reed C & Walker A,Reed C & Walker A,1990,1,0,0,4.88,0,0,0,0,0,0
1990 - Reed Clare Jane & Walker A B,Reed Clare Jane & Walker A B,1990,1,0,0,0,0,32.17,0,0,0,0
1990 - Rermarshal P & Williams D,Rermarshal P & Williams D,1990,2,0,0,4.07,6.33,0,0,0,0,0
1990 - Richards D & White D,Richards D & White D,1990,3,3.25,4.08,0,8.55,0,0,0,0,0
1990 - Richards D & White O,Richards D & White O,1990,1,0,0,0,0,30.5,0,0,0,0
1990 - Richardson David & Terry P,Richardson David & Terry P,1990,2,0,2.72,0,0,20.55,0,0,0,0
1990 - Richardson H A,Richardson H A,1990,2,2.38,0,3.85,0,0,0,0,0,0
1990 - Richardson M E & Smith D,Richardson M E & Smith D,1990,1,0,0,0,0,21.13,0,0,0,0
1990 - Ricketts D & Starkey M,Ricketts D & Starkey M,1990,5,2,2.82,3.42,5.6,0,17.45,0,0,0
1990 - Rigby D,Rigby D,1990,3,0,3.28,4.27,6.58,0,0,0,0,0
1990 - Rigby D & Towell J,Rigby D & Towell J,1990,1,2.63,0,0,0,0,0,0,0,0
1990 - Rive R,Rive R,1990,5,2.67,3.72,4.72,7.45,0,0,0,0,23.17
1990 - Rodinger Heinz,Rodinger Heinz,1990,1,0,0,0,0,0,0,0,0,20.05
1990 - Rogers P G & Rogers T,Rogers P G & Rogers T,1990,2,0,0,0,6.42,26.38,0,0,0,0
1990 - Russell Jack & Russell N D,Russell Jack & Russell N D,1990,1,0,0,0,0,38.4,0,0,0,0
1990 - Sander P,Sander P,1990,5,2.28,3.1,3.77,6.03,0,0,0,0,19.52
1990 - Sandersons J,Sandersons J,1990,1,0,0,4.38,0,0,0,0,0,0
1990 - Sergent I & Smith D,Sergent I & Smith D,1990,1,2.08,0,0,0,0,0,0,0,0
1990 - Shaw E,Shaw E,1990,1,1.95,0,0,0,0,0,0,0,0
1990 - Sheeham E & Simpson C,Sheeham E & Simpson C,1990,5,2.65,3.6,4.08,6.63,0,20.8,0,0,0
1990 - Shortman P J & West P J,Shortman P J & West P J,1990,1,2.17,0,0,0,0,0,0,0,0
1990 - Shunt B & Ward R,Shunt B & Ward R,1990,1,0,2.45,0,0,0,0,0,0,0
1990 - Simmonds P P & Woodruff R,Simmonds P P & Woodruff R,1990,4,0,2.85,3.72,5.95,24,0,0,0,0
1990 - Simmons H & Willimas N,Simmons H & Willimas N,1990,1,2.68,0,0,0,0,0,0,0,0
1990 - Simraonds P & Woodruff R,Simraonds P & Woodruff R,1990,1,2.12,0,0,0,0,0,0,0,0
1990 - Smith D,Smith D,1990,1,0,3.52,0,0,0,0,0,0,0
1990 - Smith K,Smith K,1990,1,0,2.48,0,0,0,0,0,0,0
1990 - Smith M,Smith M,1990,2,1.85,2.55,0,0,0,0,0,0,0
1990 - Smith M & Toothill C J,Smith M & Toothill C J,1990,3,0,0,3.85,5.95,22.87,0,0,0,0
1990 - Smith S S & Waters C J,Smith S S & Waters C J,1990,1,0,0,0,0,0,20.13,0,0,0
1990 - Squire S E P & Yeoman S,Squire S E P & Yeoman S,1990,4,2.45,3.13,3.97,6.42,0,0,0,0,0
1990 - Squire S E P & Youngman S,Squire S E P & Youngman S,1990,1,0,0,0,0,0,19.38,0,0,0
1990 - Stafford D & Waters A G,Stafford D & Waters A G,1990,1,0,0,0,0,0,24.1,0,0,0
